ID,Reference,Hypothesis,Reconstructed
test/NA7krbsdXFA/00010,where are the philosophers,what are the philosophers,What are the philosophers
test/3OgsRa7VDtI/00008,yes it's hard,test is hard,Test is hard
test/GZadCj8O1S0/00001,so that's it for now,so that's different now,So That's Different Now
test/iPE2SiCCo0w/00002,so i thought why not punish myself,so i thought why not publish myself,So I thought why not publish myself
test/iPE2SiCCo0w/00001,most of my friends were taking japanese,most of my friends were in japan,Most of my friends were in Japan
test/XFnGhrCS3Gs/00001,so i learned never to move,so i took the offer,So I took the offer
test/TGZMSmcuiXM/00012,the boys are up there for a year,the boys are up there fishing,The boys are up their fishing
test/GSf6nijSSdA/00002,i've tried engaging people,i've tried engaging people,I've tried engaging people
test/RD07GkmM2fc/00001,in fact it's more like five percent,in fact it's more like 5,In fact it's more like five
test/2SlBiFZ85d0/00003,we're not just part of the same species,we're not smart in the same spaces,We're not smart in the same spaces
test/XFnGhrCS3Gs/00005,it would skip a beat,it would keep me,It would keep me
test/RCXGpEmFbOw/00001,there are no external cameras,three other historians,Three other historians
test/EV3OmxrowWE/00001,they're not my children,they love my children,They Love My Children
test/yeVz0rtXCmw/00004,we had law enforcement partners,i want you to focus on this,I want you to focus on this
test/KvvjDOtS2sw/00013,i was living in my own apartment,i was living in my own apartment,I was living in my own apartment
test/qsJYrwzfd6w/00006,could we leverage the cloud,or reconfigure the cloud,or reconfigure the cloud
test/q2gO4DKVpa8/00002,i was a mediocre student,i was a middle school student,I was a middle school student
test/TGZMSmcuiXM/00004,it's not what i had expected,it's not what i had expected,It's not what I had expected
test/E0oPnS7rUwE/00006,i've built a career,i've built a career,Ive built a career
test/cmpu58yv8Sg/00004,well that's what i thought,well that's what i thought,Well that's what I thought
test/xTkKSJSqUSI/00040,and you don't leave them where they are,and you don't need them where they are,And you don't need them where they are
test/9RMx31GnNXY/00002,i was able to do more things,i was able to do more things,I was able to do more things
test/Sew0bn8mGAA/00007,do they have a common cold,they have common goal,They have common goal
test/1bnzVjOJ6NM/00023,so thank you for your attention,so thank you for your attention,So thank you for your attention
test/KvvjDOtS2sw/00006,i hadn't bathed in three days,i got paid to do that,I got paid to do that
test/E0oPnS7rUwE/00001,it's a performance venue,it's a performance venue,It's a Performer's Venue
test/vhVWzkbAW4I/00002,it showed no blockages,and so no blushing,And so no blushing
test/Zo62S0ulqhA/00003,he could come over and help me,and i said i'm also going to get help,And I said I'm also going to get help
test/QoT0S2vu9m4/00001,that's a terrible waste of time,that's certainly a waste of time,That's certainly a waste of time
test/IThAD5yKrgE/00001,it's not exactly rocket science,it's not exactly rocket science,It's not exactly rocket science
test/NA7krbsdXFA/00003,and what was the result of that,and what was the result of that,and what was the result of that
test/eVFYhbHpfqU/00001,please sign here right now,please sign in right now,Please sign in right now
test/3OgsRa7VDtI/00004,gov just six people,i feel just these people,I feel just these people
test/SN7wO06Yz1E/00009,i know you understand that,i know you understand that,I know you understand that
test/Bo8YN3oB0Cw/00003,why is it not working,why is it not working,Why isn't it working
test/HdwOlk6HIVc/00002,4 times the mass of the sun,4 times the best of its kind,Four times the best of its kind
test/OM6XIICmSqo/00005,i can use it in my company,i am doing my level best,I Am Doing My Level Best
test/18uDutylDa4/00001,i feel guilty sometimes,i feel guilty sometimes,I feel guilty sometimes
test/ZJNESMhIxQ0/00008,we have no suspects,we have no set backs,We have no setbacks
test/3vfuCPFb8wk/00001,but it's more complicated,much more complicated,Much more complicated
test/FKxaL8Iau8Q/00001,so what is an idea drawing,so what is an idea drug,So What Is an Idea Drug
test/QeIrdqU0o9s/00004,how far away was the finish line,how far would i have even drunk,How far would I have even drunk
test/SWiwSBLXS3k/00003,why is it important now,why is it important now,Why is it important now
test/AO4In7d6XSc/00002,so that's mobile manipulation,so that's mobile manipulation,So That's Mobile Manipulation
test/sxnlvwprfSc/00003,we're losing a ritual,we're using our resources,We're using our resources wisely
test/tzJYY2p0QIc/00003,that's not to say it's impossible,let's also say it's in english,Let's also say it's in English
test/66koScWSHBU/00005,so bear with me,called mary with me,Called Mary with me
test/MsLuQM5V3FA/00002,i was considered a radical,i was considered one,I was considered 1
test/jcp5vvxtEaU/00006,let's go back and visit our equation,let's go back to this original question,Let's go back to this original question
test/1PNX6MSdVsk/00001,i don't have an overview,i don't have a cure for you,I Don't Have a Cure for You
test/GIbz9ms9Z9k/00004,we are all responsible,we are all responsible,We are all responsible
test/c9V6OKlY80k/00002,they make sense of the past,they make sense of their past,They make sense of their past
test/DjeIpjhAqsM/00002,and that led me to this project,and that's our research project,and that saw our research project
test/O3a9AYu5SUQ/00001,and that's pretty amazing,they look pretty amazing,They look pretty amazing
test/ClfBxWPkBKU/00010,what do we need to do,what do we need to do,What Do We Need to Do
test/YzGjO5aHShQ/00016,we're going to stay with them forever,we're going to stay with them forever,We're going to stay with them forever
test/Sa27SUR0Mlo/00010,it's a win all around,it's a win all around,It's a Winner All Around
test/wG4RnDNWtJo/00003,we lost valuable data,we lost viable data,Wii Lost Viable Data
test/Hj9oB4zpHww/00001,what is worth dying for,what do you want to die for,What Do You Want to Die For
test/qsJYrwzfd6w/00007,so why don't we leverage that,so why do we give to check,So why do we give to check
test/vXPJVwwEmiM/00008,we have to fix our education,we have to fix our education,We have to fix our education
test/NoCOagL69Ss/00001,to me it's not that clear,something is not that clear,Something is not that clear
test/81Ub0SMxZQo/00001,i'm talking about teachers,i'm talking about teachers,I'm talking about teachers
test/cmpu58yv8Sg/00007,harness your internal strength,all of your strength,All of your strength
test/1US4jjWtua8/00004,it's not optional,it's not an option,It's not an option
test/VAJS5J21Rd0/00003,are they a potential mate,a potential mate,Upcoming mate
test/fscaRh2OtXk/00003,how do you know for sure,how do you know for sure,How Do You Know for sure
test/FmpIMt95ndU/00005,i said where is he now,i said where is it now,I said Where is it now
test/GAMR5RDSLJo/00006,supporting local economies,supporting local economies,Supporting local economies
test/6wNif5SlN08/00001,the boys reminded me of home,the boys reminded me of home,The Boys Reminded Me of Home
test/D8SSLLnV3W8/00001,that's more expensive,that's more expensive,That's More Expensive
test/uL5XUwfkxZw/00002,and work like a dog,work to,Worked too
test/jcp5vvxtEaU/00001,how do you get informed,how can you really inform,How can you really inform
test/3zqZPujAPuc/00001,so no more missing guys,so no more meaningless,So No More Meaningless
test/SN7wO06Yz1E/00006,that's what moves you,things will move you,Things Will Move You
test/bS6SiVz1R0o/00001,it is the default option,it's a deficit object,It is a definitive object
test/wzkFoetpSSM/00004,and i thought we should just stay home,i thought we should just stay home,I thought we should just stay home
test/jggHw5PdQV0/00002,and who does that benefit,and who's the same person,And whose the same person
test/MsLuQM5V3FA/00005,so let's get started now,so let's get started now,So Let's Get Started Now
test/o1Z4F4e2Bw4/00001,how do you find a dinosaur,and he finished high school,And he finished high school
test/SS8TSf2srSw/00007,she learned about her rights,she learned about her rights,She learned about her rights
test/kEKzl6fub2w/00002,i don't mean giving up the internet,i don't mean giving up the internet,I Don't Mean Giving Up the Internet
test/Li4S1yyrsTI/00003,and you know what else we did,and you know what else we did,And you know what else we did
test/TGZMSmcuiXM/00002,it was incredibly hot,it was incredibly high,It was incredibly high
test/xTkKSJSqUSI/00031,what about martin luther king,what about martin luther king,What About Martin Luther King
test/vXPJVwwEmiM/00007,we have to fix the internet,we have the faith in the internet,We Have the Faith in the Internet
test/rP7nmdDA1Fg/00007,well what difference does this make,what difference does it make,What difference does it make
test/uJr4wGcLNsA/00001,she never wanted to tell me,she never wanted to tell me,She Never Wanted to Tell Me
test/7nZqiPLCvM4/00001,you don't do much editing,we'll do much better,We'll Do Much Better
test/psN1DORYYV0/00005,why did you bring this up,why did you bring this up,Why did you bring this up
test/7gkdzkVbuVA/00003,how sad are you right now,how sad are you right now,House adr ur right now
test/E0oPnS7rUwE/00007,we are magic,we are magic,We Are Magic
test/UtBsl3j0YRQ/00002,you haven't earned it,driving all,Driving all
test/2SlBiFZ85d0/00008,so that's what i'm doing,so that's what i'm doing,So That's What I'm Doing
test/gSycQufrgK4/00001,that's next to impossible,that's next to impossible,That's Next to Impossible
test/PSlBlZ3hqKc/00009,they are doing it together,they are joining together,They are joining together
test/d3syTrElgcg/00001,look at the end to see the animal,look at the header of the email,Look at the hinder end of the email
test/mxNpNuogqsY/00006,i think i'm a normal person,that i'm a normal person,That I'm a normal person
test/VAJS5J21Rd0/00004,when you're six maybe you can do that,when you're sick to people,When You're Sick to People
test/MNuOmTQdFjA/00001,and i don't have to do anything,and i don't have to do anything,And I don't have to do anything
test/62cNtvx6P8E/00001,i could make that decision,i don't make that distinction,I don't make that distinction
test/ZJNESMhIxQ0/00027,it impacts sentencing,it combines density,it combines density
test/PaxNc5Sqn6s/00001,make it about the other party,make it about the other party,Make It About the Other Party
test/FxtSMZKMdes/00002,we have the right to respect,we have to make some respect,We have to make some respect
test/sxnlvwprfSc/00011,i would listen to the heart,we listen to you guys,Wieliski to Ugijew
test/GGScU5ESei4/00005,the oil will never run out,the oil will never run out,The oil will never run out
test/1US4jjWtua8/00001,we're going to eat these cows,in this case,In this case
test/tiSiSM3pk5M/00003,what can i do about it,what can i do about it,What can I do about it
test/DDaldVHUedI/00005,why are we skipping over this,why are we stopping over this,Why are we stopping over this
test/LiUClSItcy0/00004,i think it might be a lifeline,i thought it might be a lifeline,I thought it might be a life line
test/3nSEitPb7BU/00001,but it wasn't just individuals,but what's this individual,But what's this individual
test/wmMrZyVANUo/00002,but we all should,but we are a student,but we are a student
test/mgcjr1yz7ow/00003,is it about equality,i think about equality,I think about equality
test/ROgFmb3oTLo/00001,they have different interests,they have different interests,They have different interests
test/hiIcwt88o94/00001,i just disagree with this,i just disagree with this,I just disagree with this
test/5Knz100ldLM/00001,we can open up city hall,we can open up the car,We Can Open Up the Car
test/7hQ0rgVfsP8/00002,i did not know this,that text on your phone,That text on your phone
test/3OgsRa7VDtI/00003,that's the status quo today,that's exactly what we say,That's exactly what we say
test/SFnMTHhKdkw/00010,you made it work for me,you made it work for me,You Made It Worse formie
test/DDaldVHUedI/00002,i wanted to stay in this relationship,i want to change the relationship,I want to change the relationship
test/akiQuyhXR8o/00007,did i get my upgrade,i had my ups and downs,I had my ups and downs
test/sxnlvwprfSc/00007,this is when i was in texas,it was when i was a dancer,It was when I was a dancer
test/k2hQL9Zrokk/00003,they don't get their money out,they don't get their money out,They Don't Get Their Money Out
test/LIckScLypGA/00002,and this is happening every day,this happening every day,This Happening Every Day
test/VfAiNX7jn9A/00001,young people as well,young people as well,Young people as well
test/KvvjDOtS2sw/00014,i was no longer homeless,i was no longer homeless,I was no longer homeless
test/eNAHVnkll5M/00008,the economy needs them,the economy needs them,The economy needs them
test/UZmXwOgNq7c/00002,so what can we do,so what can we do,So What Can We Do
test/s0YjL9rZyR0/00005,it is irresponsible,is not responsible,is not responsible
test/7OMLSs8t1ng/00002,doesn't happen very much,doesn't happen very much,Doesn't happen very much
test/7ZymFMmpOa0/00009,this is a real mystery,it doesn't really matter,It doesn't really matter
test/O6Vayv9FCLM/00002,so it's up to us,so we said yes,So we said yes
test/Gmai4zkKNcM/00003,and we couldn't just turn it off,and we could just sit off,And we could just sit off
test/J8FyHI00ELY/00006,i'm trying to become a better person,i'm trying to make a better person,I'm trying to make a better person
test/1US4jjWtua8/00002,they're not being shipped up here,they had been stripped completely,They had been stripped completely
test/psN1DORYYV0/00019,and here's what you need to know,and here's what you need to know,and here's what you need to know
test/AO4In7d6XSc/00001,what about manipulation,what about manipulation,What about manipulation
test/FcmSmAwPkxg/00012,could we merge,we merge,Weimer J
test/zMGE3mbS9NY/00001,at the same time,at the same time,At the same time
test/9CqVYUOjHLw/00002,it's the war on terror,it's a water tower,It's a Water Tower
test/8nt3edWLgIg/00003,we just need to keep going,we just need to keep going,We just need to keep going
test/PbgB2TaYhio/00007,it's just not possible,and it's just not possible,And it's just not possible
test/9uOMectkCCs/00005,that wasn't the case for me,that wasn't the case for me,That wasn't the case for me
test/CdZJ0SMbh10/00001,and is this really the solution,and this is really crucial,And this is really crucial
test/F5h6ynoq8uM/00001,what's this guy talking about,what's this guy talking about,What's This Guy Talking About
test/rFpDK2KhAgw/00003,sometimes it goes further,sometimes it goes further,Sometimes it goes further
test/LEx6K4P4GJc/00005,a digital world farm,i think it's too good for them,I think it's too good for them
test/2UStOghblfE/00002,i mean how do they form,i mean how do they form,I mean how do they form
test/XYNUpQrZISc/00001,why is that hard,why is that called,Why is that called
test/ZJNESMhIxQ0/00007,we have no suspects,we have no what to expect,We have no what to expect
test/xTkKSJSqUSI/00016,you know they do polls right,you know they do polls right,You Know They Do Poles Right
test/18uDutylDa4/00004,boy it matters a lot,boy it matters a lot,Boyette Matterslot
test/RDIy58g9n2k/00002,it's just incredible,i still hear them,I still hear them
test/psN1DORYYV0/00006,have you lost your mind,have you launched your mind,Have you launched your mine
test/TScetimMBL8/00003,that's nothing special,that's nothing special,That's Nothing Special
test/SWiwSBLXS3k/00008,so what did they do,so what did they do,So What Did They Do
test/6wNif5SlN08/00012,they had hit the jackpot,they can get the jackpot,They Can Get the Jackpot
test/5P04stEjJ9E/00005,one was to be a soldier,one which means those,one which means those
test/J8FyHI00ELY/00004,they get scared to walk around,they get scared to walk around,They get scared to walk around
test/xTkKSJSqUSI/00021,the group gels,the group cells,The group sells
test/sxnlvwprfSc/00001,i teach at stanford,it's just a safer,It's Just a Safer
test/XNbaR54Gpj4/00001,does any of this matter,does any of this matter,Does anybody of this matter
test/uL5XUwfkxZw/00003,that's your grandfather,left to right,Left to right
test/IjbTiRbeNpM/00003,art is not efficient,are in television,R intellivision
test/mgcjr1yz7ow/00002,is it about systems,it's about systems,It's About Systems
test/rP7nmdDA1Fg/00002,now i will maintain,now i will maintain,Now I will maintain
test/q2gO4DKVpa8/00006,this is nonsense,this is nonsense,This is non sense
test/IWdzrZdRa38/00001,it's changed the way we talk,it's the way we talk,It's the Way We Talk
test/EV3OmxrowWE/00004,and i did not know what to say,and i did not know what to say,And I did not know what to say
test/eVFYhbHpfqU/00003,or a firefly,or if i could fly,Or if I could fly
test/7uN4I1wEOXE/00001,i have to take a year off,i have to take it off,I have to take it off
test/q2gO4DKVpa8/00004,it has never happened,it has never happened,it has never happened
test/iPE2SiCCo0w/00009,and i thought this would be great fun,i thought this would be great fun,I thought this would be great fun
test/jPf0LjZAS14/00009,i would never want to do that,i'm going to do that,I'm going to do that
test/Gmai4zkKNcM/00007,we can see how to do that,we didn't see how to do that,We didn't see how to do that
test/Sddb0Khx0yA/00001,so what to do next,so what to do next,So What to Do Next
test/jcp5vvxtEaU/00008,we're not going to be able to do that,we're not going to be able to do that,We're not going to be able to do that
test/4Q2aznfmcYU/00001,now don't get me wrong,now don't get me wrong,Now don't get me wrong
test/OIlSXRCSBSI/00007,i would love to hear from you,i would love to hear from you,I would love to hear from you
test/uzKBGtf0i0M/00008,i take it to therapy,i take it seriously,I take it seriously
test/NA7krbsdXFA/00005,but it's not just china,but it's not just china,But it's not just China
test/iPE2SiCCo0w/00008,but i would go in on occasion,but with no internet connection,But with no Internet connection
test/M0SbSz5Le10/00002,i started off in uganda,and check over the united,and check over the United
test/Li4S1yyrsTI/00016,and that's what we did,and that's what we did,And that's what we did
test/KvvjDOtS2sw/00012,i was winning awards,i was winning wars,I was winning wars
test/E0oPnS7rUwE/00002,but it's not enough,but it's not enough,But it's not enough
test/SpTGUTSFvf4/00003,even that wasn't enough,even that wasn't enough,Even That Wasn't Enough
test/3r1IPsldbBg/00003,we shouldn't be nationalistic,we should actually listen,We should actually listen
test/IjbTiRbeNpM/00002,that's available right now,that's development right now,That's development right now
test/shG0ezBeeJc/00001,how could i let them down,how can i let them down,How can I let them down
test/2UStOghblfE/00004,how far do they reach,how far do they reach,How far do they reach
test/wlR1ojoiue0/00004,this is possible,this is possible,This is possible
test/U6PoUg7jXsA/00002,do you remember what it was,you remember what it was,You remember what it was
test/kcEIsbO0ivA/00001,you might get impeached for that,we might get a punch back,We Might Get A Punch Back
test/y6MC4iXhT6I/00001,we're looking for something more,we're looking for something more,We're looking for something more
test/QleRgTBMX88/00001,i think this is a problem,and this is the problem,And this is the problem
test/akiQuyhXR8o/00006,i was right there with you,and we're trying to do one thing,And we're trying to do one thing
test/XFnGhrCS3Gs/00008,and i felt all this,they affect all these,They affect all these
test/ZJNESMhIxQ0/00026,it impacts everything,it impacts everything,It impacts everything
test/SsqlpgMKjyU/00001,i actually have no idea why,i just have no idea why,I Just Have No Idea Why
test/iPE2SiCCo0w/00004,i was always very small,it was always very small,It was always very small
test/LEx6K4P4GJc/00010,why didn't you just tell me that,why did you just tell me that,Why did you just tell me that
test/ooAIIeo4AJQ/00002,we wouldn't tolerate that,we wouldn't tolerate that,We wouldn't tolerate that
test/GAMR5RDSLJo/00010,i'm going to be so healthy,i'm going to be so healthy,I'm going to be so healthy
test/Zo62S0ulqhA/00001,how do you change your behavior,how can you change your behavior,How can you change your behavior
test/rSSanSYZDT4/00002,what makes the heart unique,what makes art great,What Makes Art Great
test/uJr4wGcLNsA/00010,that is the right answer,that is your answer,That is your answer
test/x4m6j7rSyzY/00001,i know it works,i know what it works,I know what it works
test/j7fRIGphgtk/00004,i had to have faith,i had to have faith,I had to have faith
test/9TPFLHvn024/00002,there were no back doors,there were no backpacks,There were no backpacks
test/OwgWkUIm9Gc/00003,you board the plane,you bore the blame,You bore the blame
test/8iSpNVj5KMw/00001,he got part time i,he got part time job,He got part time job
test/RE4ce4mexrU/00002,it's not one way,so i went back,So I Went Back
test/y1KIVZw7Jxk/00004,you can navigate space,you didn't have any space,You didn't have any space
test/hiIcwt88o94/00017,and this is crazy,this is crazy,This Is Crazy
test/tgSCwQwYNjc/00001,women's day was coming up,women still are coming up,Women Still Are Coming Up
test/U6FvJ6jMGHU/00002,that didn't go over really well,i didn't go on really well,I didn't go on really well
test/9RMx31GnNXY/00001,plus we have stem cells,because we have the same tools,Because we have the same tools
test/1bnzVjOJ6NM/00001,we've done the research,we've done the research,we've done the research
test/jtVIDBs60S8/00004,it's actually not that hard,it's actually not that hard,It's actually not that hard
test/M7KSnq0xkWY/00001,we have to throw it away,you can have to throw it away,You can have to throw it away
test/PYHd7rpOTe8/00003,then they had to bring them in,then they had to bring them in,Then they had to bring them in
test/hiIcwt88o94/00008,they grow crops,they grow crops,They Grok Rops
test/eVFYhbHpfqU/00009,it's more annoying,more annoying,Mourning
test/npNYP2vzaPo/00002,we would just get noise back,we would just get noise back,We would just get noise back
test/6Waurx8eS1o/00003,he made me feel smart,it might be a few small,It might be a few small
test/xTkKSJSqUSI/00024,there was no road map,there was no road map,There was no road map
test/IWdzrZdRa38/00007,why don't they trust the law,why don't they drink a lot,Why Don't They Drink Coca Cola
test/k2hQL9Zrokk/00005,she worked in a bank,the worst in a bank,The Worst in a Bangkok
test/7OMLSs8t1ng/00014,no one's ever said that before,we've never said that before,We've never said that before
test/FKxaL8Iau8Q/00003,you're all collective,there are lots of,There are lots of
test/F3OhcpKSUBc/00004,he saw it written down somewhere,it's not if it's possible,It's not if it's possible
test/k2hQL9Zrokk/00008,who cares about bosnia,who cares about boston,Who Cares About Boston
test/jbHpF7EySck/00001,they want to be part of it,they want to be part of it,They Want to Be Part of It
test/SN7wO06Yz1E/00005,you don't question that,you don't question that,You Don't Question That
test/HdwOlk6HIVc/00001,and germany and france,the german and french,The German and French
test/eqsXcSaefKI/00002,and that blew my mind,and that blew my mind,And that blew my mind
test/4v4XxlfVk3o/00001,this is completely bizarre,this is probably going to be the,This is probably going to be the
test/zuYzOn0U2PY/00005,they feel at home,didn't feel at home,Didn't feel at home
test/F3OhcpKSUBc/00001,and looking at that pattern,and you get that back,And You Get That Back
test/HiwJ0hNl1Fw/00003,i was terrified,i was terrified,I was terrified
test/k2hQL9Zrokk/00006,i have to report it,i have to report,I Have to Report
test/BzeTjn0R2VY/00001,i mean everyone did,i mean everyone did,I'm Even 1Did
test/6Waurx8eS1o/00008,you saw him act,really bad,Really Bad
test/ZnCSUBmeRxw/00008,out to dinner with family,i was there with family,I was there with family
test/qWNae7vYK6s/00009,they just do it,they just choose,They Just Chuse
test/RE4ce4mexrU/00004,and i thought what am i thinking,that was my thing,That was my thing
test/b6YTQJVzwlI/00001,so what happens next,so my name is six,So My Name Is Six
test/V4sSabKqyMU/00006,and this is true,this issue,This issue
test/n3kNlFMXslo/00011,well are you sure,what are you sure,What Are You Sure
test/GAMR5RDSLJo/00007,it's a top predator,it's a top rated,It's a Top Rated
test/9YekkGz1E2k/00001,i had to do something,i had to do something,I had to do something
test/KvvjDOtS2sw/00007,why are you really here,while you are here,While you are here
test/8HfoKd873HY/00001,i tried everything,i tried everything,Eye tried everything
test/UtBsl3j0YRQ/00006,how can we do it,how can we do that,How can we do that
test/J8FyHI00ELY/00001,that's what happened with my dad,that's what happened with my dad,That's what happened with my dad
test/SaouBn7IKIo/00002,which brought us to this,was brought into this,was brought into this
test/7kkRkhAXZGg/00010,what would happen,what would happen,What would happen
test/UmvOgW6iV2s/00002,that's what texting is,that's what testing is,That's what testing is
test/PSlBlZ3hqKc/00004,he wouldn't like the answer,it would like the answer,it would like the answer
test/FcmSmAwPkxg/00001,we've all done this,we've all suffered this,We've all suffered this
test/yMWlkJAqKYU/00001,how is that possible,how will that mold them,How will that mould them
test/zuYzOn0U2PY/00002,how is it made,how is it made,How is it made
test/0ZfSOArXbGQ/00002,we were so excited,we were so excited,We were so excited
test/zuYzOn0U2PY/00003,why was it made,why was it made,Why was it made
test/9kBKQS7J7xI/00001,i don't paint,i don't speak,I Don't Speak
test/akiQuyhXR8o/00001,i don't look different,how do you do differently,How do you do differently
test/xkFTZcUPjBg/00002,i was like what,i thought what,I thought what
test/n3kNlFMXslo/00006,but you can write it,but who can write it,But Who Can Write It
test/QKHkSUiQboA/00007,how are we going to do that,how are we going to do that,How are we going to do that
test/SWiwSBLXS3k/00001,and not just that,and i just said,And I just said
test/5Yj3nGv0kn8/00001,are you losing your mind,how do you do that,How Do You Do That
test/ta2Wvy9FSgA/00002,we have the plan,we have the plan,We Have the Plan
test/JISHzvXk5bk/00001,quite the opposite,a quiet opposite,A Quiet Opportune
test/VsjTVGIw4z8/00006,we can drive around,want to drive around,Want to drive around
test/uL5XUwfkxZw/00007,they were all white,from one,From One
test/VsjTVGIw4z8/00007,we can get volunteers,we can have gardens,We can have gardens
test/ZnCSUBmeRxw/00009,you remember carlos,you remember carlos,You're a Memory Carlos
test/1K5SycZjGhI/00001,blocks have names,plants have stems,Plants have stems
test/XESFPEFpHt4/00002,you can walk around them,you can walk around them,You can walk around them
test/U6PoUg7jXsA/00004,and i got pretty into it,and i got pretty into it,And I got pretty into it
test/dS8n24ZwZcQ/00001,one billion people,what it means to people,What it means to people
test/TGZMSmcuiXM/00009,we have to answer that,we have to answer that,We have to answer that
test/qWNae7vYK6s/00007,not a lot of hands,not a lot of cats,Not a lot of cats
test/qWNae7vYK6s/00004,i was petrified,i was petrified,I was petrified
test/5P04stEjJ9E/00003,i'm not a military brat,i'm out,I'm Out
test/1bnzVjOJ6NM/00015,i'm not sure what it was,i'm not sure what it was,I'm not sure what it was
test/Sa27SUR0Mlo/00003,but we're not there yet,but we're not there yet,But we're not there yet
test/0gks6ceq4eQ/00010,i'm totally serious,i'm totally serious,I'm Totally Serious
test/7OMLSs8t1ng/00017,we don't trust the man,we don't trust them out,We don't trust them out
test/hiIcwt88o94/00010,there's people everywhere,there are people everywhere,There are people everywhere
test/SN7wO06Yz1E/00004,it's so obvious,it's so obvious,It's So Obvious
test/2SlBiFZ85d0/00004,we're part of the same family,we're married to the same family,We're married to the same family
test/LIy2oVJtJsA/00002,they're not donated,you just don't get it,You Just Don't Get It
test/qlty0OPcU6k/00001,now do something different,how was the flight,How was the flight
test/jtVIDBs60S8/00001,that was powerful,that was powerful,That Was Powerful
test/qlty0OPcU6k/00002,that would not work,therefore they work,Therefore they were
test/0ZfSOArXbGQ/00001,we said yes,we said yes,We said yes
test/1US4jjWtua8/00005,it's not a luxury,and,and
test/8K9Gg164Bsw/00001,what a contradiction,with no tradition,With no tradition
test/WT7VMrxTPPA/00001,there's no other way,there's no other way,There's No Other Way
test/TScetimMBL8/00004,it had no choice,he had no choice,He had no choice
test/y1KIVZw7Jxk/00005,you know about numbers,you know about number,You Know About Number
test/S2Dj9M71JAc/00006,not a single one,98,98
test/7OMLSs8t1ng/00018,it has to stop,nice job,Nice job
test/cmpu58yv8Sg/00001,we harbor bias,we ought to be banks,We ought to be Banks
test/s4smjT1qwZU/00002,there's no structure,there's no stretch,There's No Stratch
test/2UStOghblfE/00003,how do they operate,how do they operate,How do they operate
test/ORthzIOEf30/00001,it was appalling,he was smoking,He was smoking
test/rFpDK2KhAgw/00006,or where does he live,who else is in love,Who Else's in Love
test/6wNif5SlN08/00007,i said in arabic,i said in arabic,I said in Arabic
test/uzKBGtf0i0M/00002,and it is important,and it is important,And it is important
test/SmLeSPk3ddE/00001,take a look at these,take a look at this,Take a Look at This
test/qWNae7vYK6s/00003,again in a car,again in a car,Again in a car
test/F5h6ynoq8uM/00002,let me illustrate this,let me illustrate this,Let me illustrate this
test/VAJS5J21Rd0/00001,are they attractive,are they attractive,Are They Attractive
test/aupPrDnhrKA/00001,thank you for your time,second time,Second time
test/VIgzTLDyObo/00004,and then what happens,and then what happens,And Then What Happens
test/VfAiNX7jn9A/00004,and that's what we did,and that's what we did,And that's what we did
test/KvvjDOtS2sw/00005,i didn't always succeed,i didn't know what to do,I didn't know what to do
test/yeVz0rtXCmw/00005,they need support,they need support,They need support
test/Mt0PiXLvYlU/00012,it is in the water,is in the water,is in the water
test/7hQ0rgVfsP8/00001,well i was surprised,well i was surprised,Well I was surprised
test/LiUClSItcy0/00006,it's my dad,it's my dad,It's My Dad
test/QleRgTBMX88/00002,beth israel's in boston,my sister walked on,My Sister Walked On
test/esD6aaIjhek/00001,they don't have meaning,and you gave me,And you gave me
test/CgNx9Bgac1I/00003,but i'm not happy,but i'm not happy,But I'm not happy
test/7kkRkhAXZGg/00007,but what does,but what dies,But what dies
test/XBJQENjZJaA/00001,5 percent today,5 cents a day,Five Cents a Day
test/ZnCSUBmeRxw/00001,but things have changed,but things have changed,But things have changed
test/GIbz9ms9Z9k/00003,they want a treatment,they were on that trip,They were on that trip
test/xkFTZcUPjBg/00003,what about you,what about you,What About You
test/SFnMTHhKdkw/00003,we can do this,we can do this,We Can Do This
test/IPBCxlxSSVk/00001,we will not be there,we will not be there,We will not be there
test/HD4bpztESWw/00001,we're on the grid,where on the grid,Where on the grid
test/OwgWkUIm9Gc/00004,the plane takes off,the place i saw,The Place I See
test/jPf0LjZAS14/00003,how should we work,how should we work,How Should We Work
test/xTkKSJSqUSI/00014,but we're not done yet,but we're kind of like that,But we're kind of like that
test/vhVWzkbAW4I/00003,but linda was lucky,but lester was lucky,But Lester was lucky
test/ooAIIeo4AJQ/00001,you smell money,there's many,There's Many
test/E22icGCvGXk/00006,my own website,my own website,My Own Website
test/rftagV38YKY/00001,i didn't know where i was,i didn't know what i was,I didn't know what I was
test/xTkKSJSqUSI/00036,i don't know anybody,i don't know anybody,I Don't Know Anybody
test/DDaldVHUedI/00006,i went to the dean,i went to the clinic,I Went to the clinic
test/OYfoGTIG7pY/00010,and i said i don't know,and i said i don't know,And I said I don't know
test/3uSQlcGCHUU/00015,so i'm in the media,so i'm in the media,So I'm in the media
test/J8FyHI00ELY/00008,even when it's so hard,even when it's still hard,Even When It's Still Hard
test/SWiwSBLXS3k/00002,they met together,they went to kenya,They went to Kenya
test/0gks6ceq4eQ/00002,not what is it,not what is it,Not What Is It
test/87AEeLpodnE/00002,something was wrong,it was something was wrong,It Was Something Was Wrong
test/xTkKSJSqUSI/00007,you don't want this,you don't want this,You Don't Want This
test/9B0PaSznWJE/00002,so thank you very much,so thank you very much,So thank you very much
